subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding
p159,M,35,english,1,1,fish,item,two fish and a fishing pole,noun
p159,M,35,english,2,3,forks,nothing,a blue shirt,color
p159,M,35,english,3,0,scissors,item,two scissors,noun
p159,M,35,english,4,0,lollipops,nothing,a blue shirt,color
p159,M,35,english,5,3,rainboots,nothing,a green dress,color
p159,M,35,english,6,3,cars,nothing,a green shirt,color
p159,M,35,english,7,0,cakes,item,two cakes,noun
p159,M,35,english,8,3,donuts,item,two donuts,noun
p159,M,35,english,9,3,pencils,nothing,a dark red shirt on,color
p159,M,35,english,10,0,presents,nothing,a yellow shirt on,color
p159,M,35,english,11,2,umbrellas,item,two umbrellas,noun
p159,M,35,english,12,1,dogs,nothing,a green shirt on,color
p159,M,35,english,13,1,cookies,item,two cookies,noun
p159,M,35,english,14,2,balloons,nothing,a green shirt on,color
p159,M,35,english,15,0,bananas,nothing,a red shirt on,color
p159,M,35,english,16,3,apples,item,two apples,noun
p159,M,35,english,17,2,cats,item,two cats,noun
p159,M,35,english,18,1,mittens,nothing,a purple onesie on,color
p159,M,35,english,19,3,ice cream cones,item,two ice cream cones,noun
p159,M,35,english,20,3,crayons,item,two crayons,noun
p159,M,35,english,21,2,kites,item,two kites,noun
p159,M,35,english,22,2,carrots,nothing,a spade and a basket,othernoun
p159,M,35,english,23,1,keys,item,two keys,noun
p159,M,35,english,24,0,buckets,item,two buckets,noun
p159,M,35,english,25,0,daisies,nothing,an orange shirt on,color
p159,M,35,english,26,2,phones,nothing,a red shirt on,color
p159,M,35,english,27,1,plants,nothing,orange hair,color
p159,M,35,english,28,2,purses,item,yellow hair,color
p159,M,35,english,29,0,guitars,item,two guitars,noun
p159,M,35,english,30,2,shovels,nothing,a yellow shirt on,color
p159,M,35,english,31,1,flowers,item,two flowers,noun
p159,M,35,english,32,1,bows,nothing,a yellow outfit on,color
p16,M,25,English,1,0,daisies,item,flowers,noun
p16,M,25,English,2,2,cookies,nothing,a yellow shirt,color
p16,M,25,English,3,2,balloons,item,black hair,color
p16,M,25,English,4,1,dogs,item,two dogs,noun
p16,M,25,English,5,3,buckets,item,a dark pink shirt,color
p16,M,25,English,6,3,plants,nothing,Orange Hair,color
p16,M,25,English,7,0,crayons,nothing,a red shirt,color
p16,M,25,English,8,1,keys,nothing,black hair,color
p16,M,25,English,9,3,ice cream cones,item,two ice cream cones,noun
p16,M,25,English,10,0,bows,item,two ribbons in her hair,noun
p16,M,25,English,11,0,shovels,nothing,a yellow shirt,color
p16,M,25,English,12,3,pencils,nothing,nothing on his desk,nothing
p16,M,25,English,13,2,apples,item,blone hair,color
p16,M,25,English,14,3,cats,nothing,Blone hair ,color
p16,M,25,English,15,0,rainboots,nothing,earth brown hair,color
p16,M,25,English,16,3,cakes,nothing,A purple shirt,color
p16,M,25,English,17,1,presents,nothing,No pockets for her hands,other
p16,M,25,English,18,1,cars,nothing,an active imagination,other
p16,M,25,English,19,2,purses,nothing,a purple shirt,color
p16,M,25,English,20,3,kites,item,two kites,noun
p16,M,25,English,21,1,fish,item,Two fish,noun
p16,M,25,English,22,2,flowers,nothing,a good sense of matching colors,other
p16,M,25,English,23,1,scissors,item,two scissors,noun
p16,M,25,English,24,1,carrots,nothing,nothing in her basket,nothing
p16,M,25,English,25,0,phones,nothing,a pink shirt,color
p16,M,25,English,26,2,bananas,item,two bananas,noun
p16,M,25,English,27,3,mittens,item,oven mitts on her hands,noun
p16,M,25,English,28,0,donuts,item,two donuts,noun
p16,M,25,English,29,2,guitars,nothing,a lime green shirt,color
p16,M,25,English,30,1,forks,item,black hair,color
p16,M,25,English,31,0,lollipops,item,two lollipops,noun
p16,M,25,English,32,2,umbrellas,item,Two umbrellas,noun
p160,F,65,English,1,2,dogs,nothing,a green shirt,color
p160,F,65,English,2,2,daisies,item,two daisies on his left arm,noun
p160,F,65,English,3,1,purses,item,golden hair,color
p160,F,65,English,4,0,umbrellas,nothing,a red shirt,color
p160,F,65,English,5,3,buckets,item,a fuschia dress,color
p160,F,65,English,6,2,mittens,nothing,a purple dress,color
p160,F,65,English,7,3,donuts,nothing,a box without doughnuts,without
p160,F,65,English,8,3,crayons,nothing,stand behind a box without crayons,noun
p160,F,65,English,9,1,rainboots,item,has a medium green dress,color
p160,F,65,English,10,3,scissors,nothing,an extended left arm with scissors,noun
p160,F,65,English,11,2,cookies,item,has a yellow t-shirt,color
p160,F,65,English,12,2,bows,nothing,a yellow dress,color
p160,F,65,English,13,1,flowers,nothing,an orange top,color
p160,F,65,English,14,3,keys,item,on a red shirt,color
p160,F,65,English,15,0,ice cream cones,nothing,on an orange shirt,color
p160,F,65,English,16,1,kites,item,blonde hair,color
p160,F,65,English,17,2,phones,nothing,medium brown hair,color
p160,F,65,English,18,0,balloons,item,two green balloons,noun
p160,F,65,English,19,1,cats,nothing,on a teal dress,color
p160,F,65,English,20,0,lollipops,item,two pink lollipops in his hand,noun
p160,F,65,English,21,1,fish,nothing,on a medium blue shirt,color
p160,F,65,English,22,3,plants,item,orange hair,color
p160,F,65,English,23,3,presents,nothing,an empty lap,empty
p160,F,65,English,24,0,guitars,nothing,on a lime shirt,color
p160,F,65,English,25,1,cakes,nothing,on a purple shirt,color
p160,F,65,English,26,2,forks,item,black hair,color
p160,F,65,English,27,0,shovels,item,two rounded shovels,noun
p160,F,65,English,28,3,bananas,item,on a bright red shirt,color
p160,F,65,English,29,1,carrots,item,on a burgundy blouse,color
p160,F,65,English,30,2,apples,item,on a dark blue shirt,color
p160,F,65,English,31,0,pencils,item,a box with two pencils,noun
p160,F,65,English,32,0,cars,nothing,on a sleeveless lime shirt,color
p161,M,35,English,1,3,bows,nothing,nothing in her hands,nothing
p161,M,35,English,2,1,purses,item,a bag in each of her hand,noun
p161,M,35,English,3,2,cars,item,a toy car,noun
p161,M,35,English,4,3,cakes,item,two cakes in front of him,noun
p161,M,35,English,5,3,mittens,item,dark brown hair,color
p161,M,35,English,6,2,shovels,item,two shovels in her hand,noun
p161,M,35,English,7,0,crayons,nothing,black hair,color
p161,M,35,English,8,1,rainboots,item,on some boots,noun
p161,M,35,English,9,1,presents,nothing,on a yellow shirt,color
p161,M,35,English,10,2,guitars,nothing,on a green shirt,color
p161,M,35,English,11,1,apples,item,two apples,noun
p161,M,35,English,12,1,fish,nothing,brown hair,color
p161,M,35,English,13,1,dogs,item,two dogs,noun
p161,M,35,English,14,0,donuts,nothing,on a purple shirt,color
p161,M,35,English,15,2,buckets,nothing,blonde hair,color
p161,M,35,English,16,2,scissors,item,two pairs of scissors,noun
p161,M,35,English,17,0,bananas,item,has two bananas,noun
p161,M,35,English,18,2,cookies,nothing,nothing in his tray,nothing
p161,M,35,English,19,1,kites,nothing,on a green shirt,color
p161,M,35,English,20,0,carrots,nothing,a crop,other
p161,M,35,English,21,2,ice cream cones,nothing,on an orange shirt,color
p161,M,35,English,22,0,flowers,nothing,a crop,other
p161,M,35,English,23,3,keys,item,two keys,noun
p161,M,35,English,24,1,umbrellas,nothing,on a red shirt,color
p161,M,35,English,25,3,pencils,item,two pencils,noun
p161,M,35,English,26,0,cats,item,two cats,noun
p161,M,35,English,27,0,daisies,item,flowers,noun
p161,M,35,English,28,2,phones,item,two cellphones,noun
p161,M,35,English,29,3,balloons,nothing,black hair,color
p161,M,35,English,30,3,forks,nothing,black hair,color
p161,M,35,English,31,3,plants,nothing,no pot plants ,no
p161,M,35,English,32,0,lollipops,item,two lollypops,noun
p162,M,55,English,1,3,shovels,item,a yellow shirt,color
p162,M,55,English,2,3,kites,nothing,no kite,no
p162,M,55,English,3,2,cats,nothing,blonde hair,color
p162,M,55,English,4,0,fish,item,two fish,noun
p162,M,55,English,5,2,apples,item,a blue shirt,color
p162,M,55,English,6,0,rainboots,nothing,a teal shirt,color
p162,M,55,English,7,0,dogs,item,two dogs,noun
p162,M,55,English,8,2,purses,item,a purple blouse,color
p162,M,55,English,9,1,pencils,item,a red shirt,color
p162,M,55,English,10,3,cars,item,a green shirt,color
p162,M,55,English,11,2,plants,item,a blue shirt,color
p162,M,55,English,12,3,flowers,nothing,an orange shirt,color
p162,M,55,English,13,1,balloons,nothing,a green shirt,color
p162,M,55,English,14,1,bows,nothing,a yellow dress,color
p162,M,55,English,15,0,presents,item,two gifts,noun
p162,M,55,English,16,0,ice cream cones,nothing,an orange shirt,color
p162,M,55,English,17,1,mittens,item,a purple dress,color
p162,M,55,English,18,3,donuts,item,a purple shirt,color
p162,M,55,English,19,1,forks,nothing,a teal shirt,color
p162,M,55,English,20,2,daisies,nothing,an orange shirt,color
p162,M,55,English,21,3,guitars,nothing,a green shirt,color
p162,M,55,English,22,1,scissors,nothing,a green shirt,color
p162,M,55,English,23,3,cookies,nothing,no cookies,no
p162,M,55,English,24,0,carrots,nothing,a red shirt,color
p162,M,55,English,25,3,phones,item,a red shirt,color
p162,M,55,English,26,2,cakes,nothing,a purple shirt,color
p162,M,55,English,27,1,keys,item,an orange shirt,color
p162,M,55,English,28,1,lollipops,item,a teal shirt,color
p162,M,55,English,29,0,umbrellas,item,two umbrellas,noun
p162,M,55,English,30,2,crayons,nothing,a red shirt,color
p162,M,55,English,31,0,bananas,nothing,a red shirt,color
p162,M,55,English,32,2,buckets,item,a pink dress,color
p163,M,35,english,1,2,buckets,nothing,a pink dress on,color
p163,M,35,english,2,0,donuts,item,two donuts before her,noun
p163,M,35,english,3,2,cats,item,two cats beside her,noun
p163,M,35,english,4,0,shovels,nothing,brown hair,color
p163,M,35,english,5,1,cakes,nothing,a purple shirt,color
p163,M,35,english,6,3,guitars,nothing,his hands by his hips,body
p163,M,35,english,7,0,carrots,nothing,been digging in the dirt with a trowel,other
p163,M,35,english,8,1,apples,item,two apples in his hand,noun
p163,M,35,english,9,1,fish,item,caught two fish,noun
p163,M,35,english,10,1,bows,nothing,a yellow dress,color
p163,M,35,english,11,0,daisies,nothing,an orange shirt,color
p163,M,35,english,12,3,cars,nothing,been using her imagination to play,other
p163,M,35,english,13,2,dogs,nothing,no dogs to worry about,no
p163,M,35,english,14,0,purses,item,two purses,noun
p163,M,35,english,15,0,rainboots,item,blue rain boots on,noun
p163,M,35,english,16,1,plants,item,grown two plants,noun
p163,M,35,english,17,3,cookies,item,two cookies left on his tray,noun
p163,M,35,english,18,1,flowers,nothing,no flowers left in her basket,no
p163,M,35,english,19,3,keys,nothing,lost his keys,noun
p163,M,35,english,20,2,phones,nothing,given her phone to the other girls,other
p163,M,35,english,21,2,kites,item,two kites,noun
p163,M,35,english,22,3,balloons,item,enjoyed her time at the fair by buying two balloons,other
p163,M,35,english,23,0,umbrellas,item,a need for two umbrellas,other
p163,M,35,english,24,2,lollipops,item,two large lollipops to share,noun
p163,M,35,english,25,3,ice cream cones,item,two ice cream cones to eat,noun
p163,M,35,english,26,0,crayons,nothing,a smile on her face,body
p163,M,35,english,27,1,presents,item,been waiting to gift her presents,noun
p163,M,35,english,28,1,scissors,nothing,no scissors to cut with,no
p163,M,35,english,29,2,bananas,nothing,eaten his bananas,noun
p163,M,35,english,30,2,mittens,item,warm hands because she is wearing mittens,noun
p163,M,35,english,31,3,pencils,nothing,a problem because he has no pencils,no
p163,M,35,english,32,3,forks,item,two forks but no spoon,no
p164,M,45,english,1,1,bows,nothing,yellow dress,color
p164,M,45,english,2,1,fish,nothing,a blue shirt,color
p164,M,45,english,3,2,rainboots,nothing,no shoes,no
p164,M,45,english,4,0,presents,item,two boxes,noun
p164,M,45,english,5,3,kites,item,two kites,noun
p164,M,45,english,6,3,phones,nothing,a pink shirt,color
p164,M,45,english,7,2,purses,item,two green bags,color
p164,M,45,english,8,3,daisies,item,two flowers,noun
p164,M,45,english,9,1,pencils,item,two pencils,noun
p164,M,45,english,10,0,forks,item,two forks,noun
p164,M,45,english,11,2,cats,nothing,blonde hair,color
p164,M,45,english,12,1,buckets,nothing,a pink dress,color
p164,M,45,english,13,2,cars,nothing,blue pants,color
p164,M,45,english,14,2,keys,item,two keys,noun
p164,M,45,english,15,3,shovels,item,two shovels,noun
p164,M,45,english,16,2,cookies,item,two cookies,noun
p164,M,45,english,17,0,umbrellas,item,two umbrellas ,noun
p164,M,45,english,18,3,flowers,nothing,no flowers in her basket,no
p164,M,45,english,19,3,crayons,nothing,no crayons,no
p164,M,45,english,20,1,mittens,item,blue gloves,color
p164,M,45,english,21,0,bananas,item,two bananas ,noun
p164,M,45,english,22,0,carrots,nothing,a pink headband,color
p164,M,45,english,23,1,scissors,item,two scissors ,noun
p164,M,45,english,24,3,donuts,item,two donuts,noun
p164,M,45,english,25,0,guitars,nothing,spikey hair,body
p164,M,45,english,26,1,ice cream cones,nothing,an orange shirt,color
p164,M,45,english,27,1,apples,item,two apples,noun
p164,M,45,english,28,3,lollipops,nothing,a blue shirt,color
p164,M,45,english,29,0,balloons,nothing,a green shirt,color
p164,M,45,english,30,2,plants,item,two plants,noun
p164,M,45,english,31,2,dogs,nothing,curly hair,body
p164,M,45,english,32,0,cakes,nothing,curly hair,body
p165,M,45,english,1,0,shovels,nothing,a yellow shirt,color
p165,M,45,english,2,3,mittens,item,blue gloves,color
p165,M,45,english,3,1,forks,item,two forks,noun
p165,M,45,english,4,2,purses,item,two purses,noun
p165,M,45,english,5,3,daisies,item,two flowers,noun
p165,M,45,english,6,0,lollipops,nothing,a blue shirt,color
p165,M,45,english,7,2,scissors,item,a pair of scissors ,noun
p165,M,45,english,8,2,kites,nothing,nothing,nothing
p165,M,45,english,9,1,plants,nothing,nothing,nothing
p165,M,45,english,10,0,rainboots,nothing,light brown hair,color
p165,M,45,english,11,1,cakes,item,two cakes,noun
p165,M,45,english,12,1,carrots,item,two carrots ,noun
p165,M,45,english,13,0,bananas,item,two bananas,noun
p165,M,45,english,14,3,cookies,nothing,an emty tray,othernoun
p165,M,45,english,15,2,fish,item,two fishes,noun
p165,M,45,english,16,3,guitars,nothing,nothing,nothing
p165,M,45,english,17,0,cats,item,two cats,noun
p165,M,45,english,18,0,presents,item,two presents,noun
p165,M,45,english,19,0,crayons,item,two crayons,noun
p165,M,45,english,20,3,umbrellas,nothing,nothing,nothing
p165,M,45,english,21,2,ice cream cones,nothing,nothing,nothing
p165,M,45,english,22,1,buckets,nothing,dark pink dress,color
p165,M,45,english,23,1,keys,nothing,a red shirt,color
p165,M,45,english,24,2,balloons,item,two balloons ,noun
p165,M,45,english,25,2,dogs,nothing,a green shirt,color
p165,M,45,english,26,3,flowers,item,two tomatoes ,noun
p165,M,45,english,27,3,phones,item,two phones,noun
p165,M,45,english,28,0,cars,nothing,a green shirt,color
p165,M,45,english,29,3,bows,nothing,a yellow dress,color
p165,M,45,english,30,2,donuts,nothing,an empty table,empty
p165,M,45,english,31,1,pencils,item,two pencils,noun
p165,M,45,english,32,1,apples,nothing,a blue shirt,color
p166,F,65,english,1,2,lollipops,item,a blue shirt,color
p166,F,65,english,2,0,shovels,item,has two shovels,noun
p166,F,65,english,3,3,crayons,nothing,no crayons,no
p166,F,65,english,4,2,balloons,nothing,black hair,color
p166,F,65,english,5,2,keys,item,on a orange shirt,color
p166,F,65,english,6,1,forks,nothing,black hair,color
p166,F,65,english,7,0,donuts,nothing,on a purple shirt,color
p166,F,65,english,8,1,apples,item,on a blue shirt,color
p166,F,65,english,9,3,cakes,item,on a blue shirt,color
p166,F,65,english,10,3,cars,item,on a green shirt,color
p166,F,65,english,11,1,dogs,nothing,on a green shirt,color
p166,F,65,english,12,2,fish,nothing,on a light blue shirt,color
p166,F,65,english,13,2,kites,item,blonde hair,color
p166,F,65,english,14,0,bananas,nothing,blonde hair,color
p166,F,65,english,15,2,daisies,nothing,on a orange shirt,color
p166,F,65,english,16,1,carrots,item,on a pink headband,color
p166,F,65,english,17,0,presents,item,two presents on her lap,noun
p166,F,65,english,18,1,umbrellas,nothing,on a red shirt,color
p166,F,65,english,19,3,bows,nothing,no pink ribbons in hair,no
p166,F,65,english,20,0,cookies,nothing,on a yellow shirt,color
p166,F,65,english,21,3,cats,nothing,no kittens,no
p166,F,65,english,22,2,guitars,item,on a green shirt,color
p166,F,65,english,23,0,purses,nothing,blonde hair,color
p166,F,65,english,24,3,rainboots,nothing,no shoes,no
p166,F,65,english,25,3,ice cream cones,item,on a orange shirt,color
p166,F,65,english,26,1,flowers,item,on a orange shirt,color
p166,F,65,english,27,0,pencils,item,two pencils,noun
p166,F,65,english,28,0,buckets,item,two buckets,noun
p166,F,65,english,29,3,scissors,item,on a green shirt,color
p166,F,65,english,30,1,mittens,nothing,on a purple dress,color
p166,F,65,english,31,1,phones,item,on a pink shirt,color
p166,F,65,english,32,2,plants,nothing,orange hair,color
p167,M,35,english,1,3,rainboots,item,a turquoise dress,color
p167,M,35,english,2,3,cookies,item,a yellow shirt,color
p167,M,35,english,3,1,presents,nothing,a yellow shirt,color
p167,M,35,english,4,1,mittens,nothing,a purple dresss,color
